Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,Age,UNIT_MEASURE,Value
2017,Normal value,Units,Not Available,"Lao Statistics Bureau, Survey-(LSIS), https://www.lsb.gov.la/",Annual,National,"Adolescent birth rate (per 1,000 women aged 15-19 years) [3.7.2]",Lao People's Democratic Republic,15 to 19 years old,Percent,83.0
