Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,A,0,_X,"Ministry of Industry and Commerce, http://www.erm.gov.la/index.php",A,N,AG_FPA_COMM,LA,NUMBER,39
2017,A,0,_X,"Ministry of Industry and Commerce, http://www.erm.gov.la/index.php",A,N,AG_FPA_COMM,LA,NUMBER,39
2018,A,0,_X,"Ministry of Industry and Commerce, http://www.erm.gov.la/index.php",A,N,AG_FPA_COMM,LA,NUMBER,39
2019,A,0,_X,"Ministry of Industry and Commerce, http://www.erm.gov.la/index.php",A,N,AG_FPA_COMM,LA,NUMBER,39
