Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2014,A,0,_X,Admin - WHO,A,N,_L_LA_030802_01,LA,PT,38.98
2018,A,0,_X,Admin - WHO,A,N,_L_LA_030802_01,LA,PT,42.9
