Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,AGE,UNIT_MEASURE,Value
2015,A,0,_X,"Ministry of Education and Sports, http://www.moes.edu.la/",A,N,_L_LA_040203_01,LA,Y0T2,PT,3.7
2015,A,0,_X,"Ministry of Education and Sports, http://www.moes.edu.la/",A,N,_L_LA_040203_01,LA,Y3T4,PT,31.5
2016,A,0,_X,"Ministry of Education and Sports, http://www.moes.edu.la/",A,N,_L_LA_040203_01,LA,Y0T2,PT,4.1
2016,A,0,_X,"Ministry of Education and Sports, http://www.moes.edu.la/",A,N,_L_LA_040203_01,LA,Y3T4,PT,37.3
2017,A,0,_X,"Ministry of Education and Sports, http://www.moes.edu.la/",A,N,_L_LA_040203_01,LA,Y0T2,PT,4.4
2017,A,0,_X,"Ministry of Education and Sports, http://www.moes.edu.la/",A,N,_L_LA_040203_01,LA,Y3T4,PT,41.4
2018,A,0,_X,"Ministry of Education and Sports, http://www.moes.edu.la/",A,N,_L_LA_040203_01,LA,Y0T2,PT,4.7
2018,A,0,_X,"Ministry of Education and Sports, http://www.moes.edu.la/",A,N,_L_LA_040203_01,LA,Y3T4,PT,45.0
