Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2015,A,0,_X,A,A,N,IT_USE_II99,LA,,PT,28.1
2015,A,0,_X,A,A,N,IT_USE_II99,LA,M,PT,28.3
2015,A,0,_X,A,A,N,IT_USE_II99,LA,F,PT,27.9
2016,A,0,_X,A,A,N,IT_USE_II99,LA,,PT,19.0
2017,A,0,_X,A,A,N,IT_USE_II99,LA,,PT,26.0
2018,A,0,_X,A,A,N,IT_USE_II99,LA,,PT,37.0
2019,A,0,_X,A,A,N,IT_USE_II99,LA,,PT,49.0
