Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2017,A,0,_X,"Ministry of Technology and Communication, https://www.mpt.gov.la/",A,N,SE_TOT_PRFL,LA,M,PT,11.8
2017,A,0,_X,"Ministry of Technology and Communication, https://www.mpt.gov.la/",A,N,SE_TOT_PRFL,LA,F,PT,7.3
