Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,A,0,_X,A,A,N,IT_NET_BBND,LA,PER_100_POP,2642693
2016,A,0,_X,A,A,N,IT_NET_BBND,LA,PER_100_POP,2628400
2017,A,0,_X,A,A,N,IT_NET_BBND,LA,PER_100_POP,2782943
2018,A,0,_X,A,A,N,IT_NET_BBND,LA,PER_100_POP,3030046
2019,A,0,_X,A,A,N,IT_NET_BBND,LA,PER_100_POP,3540020
