Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,A,0,_X,A,A,N,_L_LA_170803_01,LA,PT,21
2016,A,0,_X,A,A,N,_L_LA_170803_01,LA,PT,30
2017,A,0,_X,A,A,N,_L_LA_170803_01,LA,PT,37
2018,A,0,_X,A,A,N,_L_LA_170803_01,LA,PT,47
2019,A,0,_X,A,A,N,_L_LA_170803_01,LA,PT,50
