Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,A,0,_X,OECD,A,N,DC_TOF_SCHIPSL,LA,PT,11.7
2016,A,0,_X,OECD,A,N,DC_TOF_SCHIPSL,LA,PT,11.0
2017,A,0,_X,OECD,A,N,DC_TOF_SCHIPSL,LA,PT,7.5
2018,A,0,_X,OECD,A,N,DC_TOF_SCHIPSL,LA,PT,18.0
