Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2016,A,0,_X,"Lao Women Union, http://laowomenunion.org.la",A,N,SG_LGL_GENEQLFP,LA,NUMBER,3
2015,A,0,_X,"Lao Women Union, http://laowomenunion.org.la",A,N,_L_LA_0050102_01,LA,NUMBER,3
