Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,A,0,_X,Admin - WHO,A,N,SH_ALC_CONSPT,LA,LITRES_PURE_ALCOHOL,10.1
2018,A,0,_X,Admin - WHO,A,N,SH_ALC_CONSPT,LA,LITRES_PURE_ALCOHOL,10.7
