Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2013,A,0,_X,"Lao Statistics Bureau, Survey-(LECS), https://www.lsb.gov.la/",A,N,SI_POV_DAY1,LA,PT,15.6
2018,A,0,_X,"Lao Statistics Bureau, Survey-(LECS), https://www.lsb.gov.la/",A,N,SI_POV_DAY1,LA,PT,8.6
