Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,A,0,_X,FAO estimate,A,N,SN_ITK_DEFC,LA,PT,16.8
2016,A,0,_X,FAO estimate,A,N,SN_ITK_DEFC,LA,PT,16.7
2017,A,0,_X,FAO estimate,A,N,SN_ITK_DEFC,LA,PT,16.5
2018,A,0,_X,FAO estimate,A,N,SN_ITK_DEFC,LA,PT,16.5
