Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2017,A,0,_X,"Ministry of Education and Sports, http://www.moes.edu.la/",A,N,_L_LA_040303_01,LA,,PT,84450
2017,A,0,_X,"Ministry of Education and Sports, http://www.moes.edu.la/",A,N,_L_LA_040303_01,LA,M,PT,49682
2017,A,0,_X,"Ministry of Education and Sports, http://www.moes.edu.la/",A,N,_L_LA_040303_01,LA,F,PT,34768
